id,title,url,description,tags,difficulty,likes,dislikes,totalSubmission,totalAccepted,similarQuestions,dis_tags
741,Cherry Pickup,https://leetcode.com/problems/cherry-pickup,"You are given an n x n grid representing a field of cherries, each cell is one of three possible integers.


	0 means the cell is empty, so you can pass through,
	1 means the cell contains a cherry that you can pick up and pass through, or
	-1 means the cell contains a thorn that blocks your way.


Return the maximum number of cherries you can collect by following the rules below:


	Starting at the position (0, 0) and reaching (n - 1, n - 1) by moving right or down through valid path cells (cells with value 0 or 1).
	After reaching (n - 1, n - 1), returning to (0, 0) by moving left or up through valid path cells.
	When passing through a path cell containing a cherry, you pick it up, and the cell becomes an empty cell 0.
	If there is no valid path between (0, 0) and (n - 1, n - 1), then no cherries can be collected.",['dynamic-programming'],Hard,1584,94,106804,37637,"[""Minimum Path Sum"", ""Dungeon Game""]","[('dp', 8), ('java', 4), ('c++', 3), ('memoization', 3), ('backtracking', 2), ('dynamic programming', 2), ('dynamic-programming', 2), ('javascript', 2), ('python 3', 2), ('wrong-test-cases', 2), ('bottom up', 1), ('brute-force', 1), ('c#', 1), ('clear-understanding', 1), ('depth first search', 1), ('dfs', 1), ('dfs solution', 1), ('dp java', 1), ('dp-techqique', 1), ('easy', 1), ('easy-to-understand', 1), ('explaination', 1), ('fastest', 1), ('go', 1), ('go-solution', 1), ('golang', 1), ('golang-solution', 1), ('help', 1), ('intuition', 1), ('memo', 1), ('memoisation', 1), ('memoziation', 1), ('needhelp', 1), ('python', 1), ('python3', 1), ('simple', 1), ('solution-sharing-cpp', 1), ('space-efficient', 1), ('space-optimized', 1), ('testcases', 1), ('top-down', 1), ('top-down dp', 1), ('wrong output', 1)]"
740,Delete and Earn,https://leetcode.com/problems/delete-and-earn,"Given an array nums of integers, you can perform operations on the array.

In each operation, you pick any nums[i] and delete it to earn nums[i] points. After, you must delete every element equal to nums[i] - 1 or nums[i] + 1.

You start with 0 points. Return the maximum number of points you can earn by applying such operations.",['dynamic-programming'],Medium,1486,109,102878,51585,"[""House Robber""]","[('dynamic programming', 21), ('c++', 10), ('dp', 10), ('python 3', 9), ('cpp', 7), ('javascript', 7), ('dynamic-programming', 6), ('java', 5), ('memoization', 4), ('java-solution', 3), ('map', 3), ('python', 2), ('python3', 2), ('#740', 1), ('#delete and earn', 1), ('100 memory', 1), ('1d-dp', 1), ('begginers', 1), ('bottom up', 1), ('c#', 1), ('c++ code', 1), ('c++ iterative sol', 1), ('clear', 1), ('cpp solution', 1), ('cpp-solution', 1), ('detailed explanation', 1), ('dp c++', 1), ('easy solution', 1), ('easytounderstand', 1), ('golang', 1), ('hash table', 1), ('iteratively', 1), ('itereative', 1), ('java ac solution', 1), ('kotlin', 1), ('lis', 1), ('map in c++', 1), ('recurision', 1), ('recursion', 1), ('solution-sharing-cpp', 1), ('sorting', 1), ('space-efficient', 1), ('top down', 1), ('top-down', 1), ('top-down dp', 1), ('zea7ot', 1)]"
739,Daily Temperatures,https://leetcode.com/problems/daily-temperatures,"Given a list of daily temperatures T, return a list such that, for each day in the input, tells you how many days you would have to wait until a warmer temperature.  If there is no future day for which this is possible, put 0 instead.

For example, given the list of temperatures T = [73, 74, 75, 71, 69, 72, 76, 73], your output should be [1, 1, 4, 2, 1, 1, 0, 0].


Note:
The length of temperatures will be in the range [1, 30000].
Each temperature will be an integer in the range [30, 100].","['hash-table', 'stack']",Medium,4124,126,364182,236373,"[""Next Greater Element I""]","[('stack', 48), ('java', 36), ('stacks', 32), ('c++', 26), ('python', 25), ('javascript', 18), ('cpp', 16), ('python 3', 11), ('python3', 11), ('java-solution', 10), ('dynamic programming', 6), ('easy-understanding', 6), ('monotonic stack', 6), ('c#', 5), ('golang', 4), ('stack-based', 4), ('swift', 4), ('cpp solution', 3), ('golang-solution', 3), ('hashmap', 3), ('kotlin', 3), ('next-greater-element', 3), ('array', 2), ('brute force', 2), ('easy', 2), ('easy-to-understand', 2), ('explanation of logic', 2), ('fast', 2), ('heap', 2), ('javascript solution', 2), ('linear time', 2), ('optimal', 2), ('two-pointers', 2), ('#array', 1), ('#dynamic programming', 1), ('#python', 1), ('#stack #nextgreater', 1), ('100', 1), ('100 space', 1), ('100 speed', 1), ('algorithm', 1), ('amortized', 1), ('bst', 1), ('c++ easy to understand', 1), ('c++ solution', 1), ('c++11', 1), ('clean', 1), ('clean code', 1), ('clear explanation', 1), ('daily temperatures', 1), ('daily-temperatures', 1), ('dailytemperatures', 1), ('dyanmic programming', 1), ('easy understand', 1), ('easy understanding', 1), ('easy-undestand', 1), ('easysolution', 1), ('explain', 1), ('explanation', 1), ('go', 1), ('greedy', 1), ('hash', 1), ('help me', 1), ('high performance', 1), ('in-place', 1), ('inefficient', 1), ('inplace', 1), ('intuitive', 1), ('intutive', 1), ('java ac solution', 1), ('js', 1), ('kotlinvim', 1), ('linear memory', 1), ('lis', 1), ('min heap', 1), ('monotonic-stack', 1), ('n', 1), ('nearest-neighbor', 1), ('next greater element', 1), ('ngr', 1), ('one-liner', 1), ('oop', 1), ('optimisation', 1), ('optimized', 1), ('pair', 1), ('patience sorting', 1), ('pattern', 1), ('performance', 1), ('priority queue', 1), ('python2', 1), ('python3.8', 1), ('quadratic', 1), ('recursion', 1), ('reverse traversal', 1), ('scala', 1), ('segment tree', 1), ('self explanatory', 1), ('self-explanatory', 1), ('sequence', 1), ('series', 1), ('simple', 1), ('simple solution', 1), ('single pass', 1), ('solution-sharing-cpp', 1), ('speed', 1), ('stack javascript', 1), ('stack vs. array', 1), ('stack-stl', 1), ('suffix array', 1), ('suffix based', 1), ('tabula', 1), ('tail-recursive', 1), ('time-limit-exceeded-java', 1), ('tuples', 1), ('typescript', 1), ('ultra simple', 1), ('upvote', 1)]"
738,Monotone Increasing Digits,https://leetcode.com/problems/monotone-increasing-digits,"Given a non-negative integer N, find the largest number that is less than or equal to N with monotone increasing digits.

(Recall that an integer has monotone increasing digits if and only if each pair of adjacent digits x and y satisfy x .)


Example 1:

Input: N = 10
Output: 9



Example 2:

Input: N = 1234
Output: 1234



Example 3:

Input: N = 332
Output: 299



Note:
N is an integer in the range [0, 10^9].",['greedy'],Medium,618,77,63333,28997,"[""Remove K Digits""]","[('python', 11), ('greedy', 10), ('c++', 8), ('python 3', 7), ('javascript', 5), ('cpp', 4), ('python3', 4), ('java', 3), ('c#', 2), ('easy', 2), ('easy-understanding', 2), ('math', 2), ('stack', 2), ('0ms', 1), ('100 faster', 1), ('brute force', 1), ('c', 1), ('c++ code', 1), ('c++11', 1), ('cpp easy', 1), ('cpp solution', 1), ('csharp', 1), ('easy-to-understand', 1), ('easytounderstand', 1), ('fast-solution', 1), ('fasterthan100', 1), ('go', 1), ('golang', 1), ('golang-solution', 1), ('greedy approach', 1), ('hashing', 1), ('iterative', 1), ('java-solution', 1), ('js javascript', 1), ('kotlinvim', 1), ('map', 1), ('python2', 1), ('recusion', 1), ('simple', 1), ('simple solution', 1), ('solution-sharing-cpp', 1), ('swift', 1), ('without string', 1)]"
736,Parse Lisp Expression,https://leetcode.com/problems/parse-lisp-expression,"You are given a string expression representing a Lisp-like expression to return the integer value of.

The syntax for these expressions is given as follows.

An expression is either an integer, a let-expression, an add-expression, a mult-expression, or an assigned variable.  Expressions always evaluate to a single integer.

(An integer could be positive or negative.)

A let-expression takes the form (let v1 e1 v2 e2 ... vn en expr), where let is always the string ""let"", then there are 1 or more pairs of alternating variables and expressions, meaning that the first variable v1 is assigned the value of the expression e1, the second variable v2 is assigned the value of the expression e2, and so on sequentially; and then the value of this let-expression is the value of the expression expr.

An add-expression takes the form (add e1 e2) where add is always the string ""add"", there are always two expressions e1, e2, and this expression evaluates to the addition of the evaluation of e1 and the evaluation of e2.

A mult-expression takes the form (mult e1 e2) where mult is always the string ""mult"", there are always two expressions e1, e2, and this expression evaluates to the multiplication of the evaluation of e1 and the evaluation of e2.

For the purposes of this question, we will use a smaller subset of variable names.  A variable starts with a lowercase letter, then zero or more lowercase letters or digits.  Additionally for your convenience, the names ""add"", ""let"", or ""mult"" are protected and will never be used as variable names.

Finally, there is the concept of scope.  When an expression of a variable name is evaluated, within the context of that evaluation, the innermost scope (in terms of parentheses) is checked first for the value of that variable, and then outer scopes are checked sequentially.  It is guaranteed that every expression is legal.  Please see the examples for more details on scope.


Evaluation Examples:

Input: (add 1 2)
Output: 3

Input: (mult 3 (add 2 3))
Output: 15

Input: (let x 2 (mult x 5))
Output: 10

Input: (let x 2 (mult x (let x 3 y 4 (add x y))))
Output: 14
Explanation: In the expression (add x y), when checking for the value of the variable x,
we check from the innermost scope to the outermost in the context of the variable we are trying to evaluate.
Since x = 3 is found first, the value of x is 3.

Input: (let x 3 x 2 x)
Output: 2
Explanation: Assignment in let statements is processed sequentially.

Input: (let x 1 y 2 x (add x y) (add x y))
Output: 5
Explanation: The first (add x y) evaluates as 3, and is assigned to x.
The second (add x y) evaluates as 3+2 = 5.

Input: (let x 2 (add (let x 3 (let x 4 x)) x))
Output: 6
Explanation: Even though (let x 4 x) has a deeper scope, it is outside the context
of the final x in the add-expression.  That final x will equal 2.

Input: (let a1 3 b2 (add a1 1) b2) 
Output 4
Explanation: Variable names can contain digits after the first character.



Note:
The given string expression is well formatted: There are no leading or trailing spaces, there is only a single space separating different components of the string, and no space between adjacent parentheses.  The expression is guaranteed to be legal and evaluate to an integer.
The length of expression is at most 2000.  (It is also non-empty, as that would not be a legal expression.)
The answer and all intermediate calculations of that answer are guaranteed to fit in a 32-bit integer.",['string'],Hard,327,243,30185,15033,"[""Ternary Expression Parser"", ""Number of Atoms"", ""Basic Calculator IV""]","[('java', 4), ('recursion', 4), ('c++', 2), ('hashmap', 2), ('comments', 1), ('easy-understanding', 1), ('explained', 1), ('golang-solution', 1), ('javascript solution', 1), ('linear time', 1), ('python', 1), ('recurision', 1), ('solition-sharing', 1), ('solution-sharing-cpp', 1), ('stack', 1), ('string', 1), ('string-operation', 1), ('stringview', 1), ('unorderedmap', 1)]"
735,Asteroid Collision,https://leetcode.com/problems/asteroid-collision,"We are given an array asteroids of integers representing asteroids in a row.

For each asteroid, the absolute value represents its size, and the sign represents its direction (positive meaning right, negative meaning left). Each asteroid moves at the same speed.

Find out the state of the asteroids after all collisions. If two asteroids meet, the smaller one will explode. If both are the same size, both will explode. Two asteroids moving in the same direction will never meet.",['stack'],Medium,1917,167,262845,114031,"[""Can Place Flowers""]","[('stack', 36), ('stacks', 32), ('c++', 24), ('python', 20), ('java', 19), ('cpp', 17), ('python 3', 12), ('javascript', 10), ('stack-based', 9), ('cpp solution', 7), ('java-solution', 7), ('c#', 6), ('python3', 6), ('simple solution', 6), ('easy-understanding', 5), ('swift', 5), ('golang', 4), ('ruby', 4), ('explained', 3), ('java ac solution', 3), ('kotlin', 3), ('2ms', 2), ('c++11', 2), ('detailed explanation', 2), ('divide and conquer', 2), ('easy', 2), ('easy-to-understand', 2), ('easy-undestand', 2), ('easytounderstand', 2), ('explanation of logic', 2), ('explanations', 2), ('golang-solution', 2), ('js', 2), ('php', 2), ('#stack', 1), ('2-pointer approach', 1), ('2pointers', 1), ('5ms', 1), ('array', 1), ('arraylist', 1), ('brute force', 1), ('c++ code', 1), ('c++ solution', 1), ('c++14', 1), ('commented', 1), ('comments', 1), ('comments-added', 1), ('commetend', 1), ('constant space', 1), ('csharp', 1), ('datastructure', 1), ('easy to understand', 1), ('easy understanding', 1), ('efficent approach', 1), ('explanation', 1), ('facebook intern', 1), ('fast-solution', 1), ('fastest', 1), ('go', 1), ('go-solution', 1), ('greedy', 1), ('hashmap', 1), ('iteration', 1), ('java solution', 1), ('javascrip', 1), ('kotlinvim', 1), ('lambda function', 1), ('linear', 1), ('linear memory', 1), ('linear time', 1), ('linked list', 1), ('list', 1), ('no stack', 1), ('no-stack', 1), ('optimisation', 1), ('performance', 1), ('php solution', 1), ('python deque', 1), ('python2', 1), ('python3.8', 1), ('readable', 1), ('recursion', 1), ('rust', 1), ('sequence', 1), ('series', 1), ('simple', 1), ('simulation', 1), ('solution-sharing-cpp', 1), ('stack vs. array', 1), ('stack-implementation', 1), ('step by step explanation', 1), ('straight-forward', 1), ('subsequence', 1), ('swift5', 1), ('test-case', 1), ('thought-process', 1), ('two pointer technique', 1), ('two stacks', 1), ('typescript', 1), ('verbose', 1), ('video', 1), ('video explanation', 1), ('video-explanation', 1), ('zea7ot', 1)]"
733,Flood Fill,https://leetcode.com/problems/flood-fill,"An image is represented by a 2-D array of integers, each integer representing the pixel value of the image (from 0 to 65535).

Given a coordinate (sr, sc) representing the starting pixel (row and column) of the flood fill, and a pixel value newColor, ""flood fill"" the image.

To perform a ""flood fill"", consider the starting pixel, plus any pixels connected 4-directionally to the starting pixel of the same color as the starting pixel, plus any pixels connected 4-directionally to those pixels (also with the same color as the starting pixel), and so on.  Replace the color of all of the aforementioned pixels with the newColor.

At the end, return the modified image.

Example 1:

Input: 
image = [[1,1,1],[1,1,0],[1,0,1]]
sr = 1, sc = 1, newColor = 2
Output: [[2,2,2],[2,2,0],[2,0,1]]
Explanation: 
From the center of the image (with position (sr, sc) = (1, 1)), all pixels connected 
by a path of the same color as the starting pixel are colored with the new color.
Note the bottom corner is not colored 2, because it is not 4-directionally connected
to the starting pixel.



Note:
The length of image and image[0] will be in the range [1, 50].
The given starting pixel will satisfy 0  and 0 .
The value of each color in image[i][j] and newColor will be an integer in [0, 65535].",['depth-first-search'],Easy,1887,241,406120,227411,"[""Island Perimeter""]","[('dfs', 81), ('java', 42), ('c++', 41), ('python', 38), ('bfs', 37), ('cpp', 31), ('python 3', 30), ('javascript', 25), ('dfs simple solution', 23), ('python3', 23), ('easy-understanding', 15), ('recursion', 15), ('java-solution', 12), ('cpp solution', 8), ('golang', 6), ('breadth first search', 5), ('recursive', 5), ('dfs recursive', 4), ('dfs-bfs', 4), ('easy-undestand', 4), ('flood fill', 4), ('iterative-dfs', 4), ('js', 4), ('python2', 4), ('queue', 4), ('ruby', 4), ('simple', 4), ('simple solution', 4), ('c#', 3), ('c++ code', 3), ('easytounderstand', 3), ('recursive solution', 3), ('rust', 3), ('scala', 3), ('swift', 3), ('0ms', 2), ('clean code', 2), ('clean-efficient-code', 2), ('commented', 2), ('concise', 2), ('cpp easy', 2), ('dfs simple', 2), ('dfs solution', 2), ('dfs-non-recursive', 2), ('dfs-recursive', 2), ('easy', 2), ('golang-solution', 2), ('java ac solution', 2), ('javascript solution', 2), ('js javascript', 2), ('non-recursive', 2), ('recursively', 2), ('tle', 2), ('100 faster', 1), ('100 speed', 1), ('amazon', 1), ('animation', 1), ('avnish', 1), ('awesome samriddhi', 1), ('back tracking', 1), ('backtracking', 1), ('beginner friendly', 1), ('bfs simple solution', 1), ('breadth-first-search', 1), ('c', 1), ('c++ recursion', 1), ('c++ solution', 1), ('commentary', 1), ('comments', 1), ('comments added', 1), ('comments-added', 1), ('concise-solution', 1), ('connectedcomponent', 1), ('cpp clear', 1), ('cpp eas', 1), ('csharp', 1), ('depth first search', 1), ('depth first-search', 1), ('depth-first search', 1), ('depth-first-search', 1), ('dfs traversal', 1), ('dfs-iterative', 1), ('dfs-topdown', 1), ('diagrams', 1), ('dictionary', 1), ('easy to understand', 1), ('easy-understand', 1), ('ecmascript', 1), ('explaination', 1), ('fast', 1), ('fast and simple', 1), ('faster', 1), ('faster than 100.00', 1), ('faster than 95', 1), ('flood-fill', 1), ('go', 1), ('go-solution', 1), ('graph', 1), ('iterative', 1), ('java bfs', 1), ('java easy to understand', 1), ('java solution', 1), ('javascript recursive', 1), ('leetcode 394', 1), ('meiyaowen', 1), ('memoization', 1), ('mrmagician', 1), ('nodejs', 1), ('non-recursion', 1), ('optimal', 1), ('pyhton', 1), ('python dfs', 1), ('queue and linkedlist', 1), ('queue-approach', 1), ('recusion', 1), ('region-growing', 1), ('ritik', 1), ('set of vector', 1), ('set-union', 1), ('short code', 1), ('simple clear c++ solution', 1), ('simple recursion', 1), ('simple-solution', 1), ('simpler', 1), ('solution', 1), ('solution-sharing-cpp', 1), ('stack', 1), ('stack-based', 1), ('succinct', 1), ('thinking process', 1), ('upvote', 1), ('using-recursion', 1), ('video-explanation', 1), ('visualization', 1), ('well explained', 1), ('while loop', 1), ('while-loop', 1)]"
732,My Calendar III,https://leetcode.com/problems/my-calendar-iii,"A k-booking happens when k events have some non-empty intersection (i.e., there is some time that is common to all k events.)

You are given some events [start, end), after each given event, return an integer k representing the maximum k-booking between all the previous events.

Implement the MyCalendarThree class:


	MyCalendarThree() Initializes the object.
	int book(int start, int end) Returns an integer k representing the largest integer such that there exists a k-booking in the calendar.","['segment-tree', 'ordered-map']",Hard,473,110,43854,27390,"[""My Calendar I"", ""My Calendar II""]","[('python', 6), ('segment tree', 4), ('c++', 3), ('cpp', 3), ('python 3', 3), ('c#', 2), ('java', 2), ('javascript', 2), ('lazy-propagation', 2), ('map', 2), ('binary search', 1), ('boundary count', 1), ('data-structure', 1), ('design', 1), ('dynamic segment tree', 1), ('easy', 1), ('easy-undestand', 1), ('golang', 1), ('hashmap', 1), ('heap', 1), ('map-stl', 1), ('meeting room', 1), ('ood', 1), ('oop', 1), ('priority queue', 1), ('similar-problems', 1), ('simple', 1), ('solution-sharing-cpp', 1), ('sorted list', 1), ('swift', 1), ('with comments', 1)]"
731,My Calendar II,https://leetcode.com/problems/my-calendar-ii,"Implement a MyCalendarTwo class to store your events. A new event can be added if adding the event will not cause a triple booking.

Your class will have one method, book(int start, int end). Formally, this represents a booking on the half open interval [start, end), the range of real numbers x such that start <= x < end.

A triple booking happens when three events have some non-empty intersection (ie., there is some time that is common to all 3 events.)

For each call to the method MyCalendar.book, return true if the event can be added to the calendar successfully without causing a triple booking. Otherwise, return false and do not add the event to the calendar.
Your class will be called like this: MyCalendar cal = new MyCalendar(); MyCalendar.book(start, end)

Example 1:


MyCalendar();
MyCalendar.book(10, 20); // returns true
MyCalendar.book(50, 60); // returns true
MyCalendar.book(10, 40); // returns true
MyCalendar.book(5, 15); // returns false
MyCalendar.book(5, 10); // returns true
MyCalendar.book(25, 55); // returns true
Explanation: 
The first two events can be booked.  The third event can be double booked.
The fourth event (5, 15) can't be booked, because it would result in a triple booking.
The fifth event (5, 10) can be booked, as it does not use time 10 which is already double booked.
The sixth event (25, 55) can be booked, as the time in [25, 40) will be double booked with the third event;
the time [40, 50) will be single booked, and the time [50, 55) will be double booked with the second event.


 

Note:


	The number of calls to MyCalendar.book per test case will be at most 1000.
	In calls to MyCalendar.book(start, end), start and end are integers in the range [0, 10^9].",['ordered-map'],Medium,805,104,106367,54292,"[""My Calendar I"", ""My Calendar III""]","[('c++', 7), ('python', 5), ('java', 3), ('cpp', 2), ('cpp solution', 2), ('easy-understanding', 2), ('easy-undestand', 2), ('map', 2), ('python 3', 2), ('python3', 2), ('sweep line', 2), ('binary search', 1), ('binary-search-tree', 1), ('binarysearch', 1), ('bisect', 1), ('brute force', 1), ('c#', 1), ('clean code', 1), ('detailed explanation', 1), ('hashtable', 1), ('heap', 1), ('heaps', 1), ('interval tree', 1), ('intervals', 1), ('interview-friendly', 1), ('javascript', 1), ('lazy-propagation', 1), ('list', 1), ('memory-limited-exceeded', 1), ('merge', 1), ('multimap', 1), ('multiset', 1), ('n-space', 1), ('nlogn time', 1), ('priority queue', 1), ('python2', 1), ('recursion', 1), ('ruby', 1), ('segment tree', 1), ('set', 1), ('simple', 1), ('solution-sharing-cpp', 1), ('testcase-wrong', 1), ('two solutions', 1)]"
730,Count Different Palindromic Subsequences,https://leetcode.com/problems/count-different-palindromic-subsequences,"Given a string S, find the number of different non-empty palindromic subsequences in S, and return that number modulo 10^9 + 7.

A subsequence of a string S is obtained by deleting 0 or more characters from S.

A sequence is palindromic if it is equal to the sequence reversed.

Two sequences A_1, A_2, ... and B_1, B_2, ... are different if there is some i for which A_i != B_i.


Example 1:

Input: 
S = 'bccb'
Output: 6
Explanation: 
The 6 different non-empty palindromic subsequences are 'b', 'c', 'bb', 'cc', 'bcb', 'bccb'.
Note that 'bcb' is counted only once, even though it occurs twice.



Example 2:

Input: 
S = 'abcdabcdabcdabcdabcdabcdabcdabcddcbadcbadcbadcbadcbadcbadcbadcba'
Output: 104860361
Explanation: 
There are 3104860382 different non-empty palindromic subsequences, which is 104860361 modulo 10^9 + 7.



Note:
The length of S will be in the range [1, 1000].
Each character S[i] will be in the set {'a', 'b', 'c', 'd'}.","['string', 'dynamic-programming']",Hard,770,50,45077,19601,"[""Longest Palindromic Subsequence""]","[('dynamic programming', 8), ('c++', 3), ('cpp', 2), ('java', 2), ('java-solution', 2), ('javascript', 2), ('no-dp', 2), ('python', 2), ('awesome samriddhi', 1), ('c#', 1), ('cpp solution', 1), ('dp', 1), ('dp c++', 1), ('dynamic-programming', 1), ('javasciprt', 1), ('js', 1), ('python 3', 1), ('python2', 1), ('python3', 1), ('ritik', 1), ('solution-sharing-cpp', 1), ('string', 1), ('strings', 1), ('swift', 1), ('tabulation', 1), ('video', 1), ('youtube', 1)]"
729,My Calendar I,https://leetcode.com/problems/my-calendar-i,"Implement a MyCalendar class to store your events. A new event can be added if adding the event will not cause a double booking.

Your class will have the method, book(int start, int end). Formally, this represents a booking on the half open interval [start, end), the range of real numbers x such that start <= x < end.

A double booking happens when two events have some non-empty intersection (ie., there is some time that is common to both events.)

For each call to the method MyCalendar.book, return true if the event can be added to the calendar successfully without causing a double booking. Otherwise, return false and do not add the event to the calendar.
Your class will be called like this: MyCalendar cal = new MyCalendar(); MyCalendar.book(start, end)

Example 1:


MyCalendar();
MyCalendar.book(10, 20); // returns true
MyCalendar.book(15, 25); // returns false
MyCalendar.book(20, 30); // returns true
Explanation: 
The first event can be booked.  The second can't because time 15 is already booked by another event.
The third event can be booked, as the first event takes every time less than 20, but not including 20.


 

Note:


	The number of calls to MyCalendar.book per test case will be at most 1000.
	In calls to MyCalendar.book(start, end), start and end are integers in the range [0, 10^9].",['array'],Medium,1058,45,164462,88239,"[""My Calendar II"", ""My Calendar III""]","[('python', 12), ('binary-search', 10), ('c++', 10), ('java', 7), ('cpp', 6), ('treemap', 6), ('map', 5), ('python 3', 5), ('bisect', 4), ('c#', 3), ('cpp solution', 3), ('easy-to-understand', 3), ('javascript', 3), ('binary search', 2), ('binary search tree', 2), ('easy-undestand', 2), ('go', 2), ('golang', 2), ('python3', 2), ('simple', 2), ('swift', 2), ('.net', 1), ('#binary-search', 1), ('#python', 1), ('avnish', 1), ('binary tree', 1), ('bisect-python', 1), ('bst', 1), ('c++ code', 1), ('comment', 1), ('comments', 1), ('comments-added', 1), ('concise', 1), ('detailed explanation', 1), ('east-to-understand', 1), ('easy', 1), ('golang-solution', 1), ('heapsort', 1), ('interval tree', 1), ('intervals', 1), ('java solution', 1), ('java-solution', 1), ('js', 1), ('js javascript', 1), ('list', 1), ('lower bound', 1), ('o1', 1), ('priority queue', 1), ('ruby', 1), ('segment tree', 1), ('short', 1), ('simplest', 1), ('solution-sharing-cpp', 1), ('sorted-map', 1), ('sortedcontainers', 1), ('timestamp', 1), ('ts', 1), ('typescript', 1)]"
728,Self Dividing Numbers,https://leetcode.com/problems/self-dividing-numbers,"A self-dividing number is a number that is divisible by every digit it contains.

For example, 128 is a self-dividing number because 128 % 1 == 0, 128 % 2 == 0, and 128 % 8 == 0.

Also, a self-dividing number is not allowed to contain the digit zero.

Given a lower and upper number bound, output a list of every possible self dividing number, including the bounds if possible.

Example 1:

Input: 
left = 1, right = 22
Output: [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]



Note:
The boundaries of each input argument are 1 .",['math'],Easy,851,317,200247,151661,"[""Perfect Number""]","[('javascript', 37), ('c++', 35), ('java', 24), ('python', 24), ('cpp', 22), ('python 3', 19), ('cpp solution', 12), ('easy-understanding', 11), ('python3', 9), ('easy-undestand', 8), ('brute force', 7), ('easy-to-understand', 7), ('easytounderstand', 7), ('java-solution', 7), ('easy', 6), ('javascript solution', 6), ('kotlin', 6), ('c', 5), ('c#', 5), ('golang', 5), ('ruby', 4), ('swift', 4), ('1ms', 3), ('c++ code', 3), ('fast-solution', 3), ('php', 3), ('simple solution', 3), ('100 speed', 2), ('arraylist', 2), ('c code', 2), ('c programming', 2), ('digit-by-digit', 2), ('easy-understand', 2), ('easytoundersatand', 2), ('fast and simple', 2), ('golang-solution', 2), ('maths', 2), ('self dividing numbers', 2), ('simple', 2), ('time-complexity', 2), ('typescript', 2), ('0ms', 1), ('100', 1), ('100 space', 1), ('4ms', 1), ('8.1mb', 1), ('abomination', 1), ('algorithms', 1), ('beats 100', 1), ('bisect', 1), ('c language', 1), ('c++ iterative sol', 1), ('c++ solution', 1), ('c++14', 1), ('clean', 1), ('clean code', 1), ('clean-efficient-code', 1), ('clear-understanding', 1), ('commented', 1), ('concise-solution', 1), ('correction', 1), ('cpp-easy', 1), ('cpp-solution', 1), ('csharp', 1), ('declarative', 1), ('divide', 1), ('divisibility', 1), ('division', 1), ('dynamic-allocation', 1), ('easiest', 1), ('easy to read', 1), ('easy-solution', 1), ('efficient solution', 1), ('es6', 1), ('faster', 1), ('fasterthan100', 1), ('forloophell', 1), ('fp', 1), ('go', 1), ('go-solution', 1), ('improve', 1), ('integers', 1), ('ios', 1), ('java 8', 1), ('java script', 1), ('js', 1), ('js javascript', 1), ('kotlin-solution', 1), ('linear-time-space', 1), ('list', 1), ('lists', 1), ('logical', 1), ('math power', 1), ('modulo', 1), ('mrmagician', 1), ('number', 1), ('one', 1), ('oneline', 1), ('onelineexpression', 1), ('optimal', 1), ('optimization process', 1), ('python2', 1), ('range', 1), ('rangesumbst', 1), ('recursion', 1), ('rust', 1), ('self-dividing', 1), ('self-dividing-numbers', 1), ('selfdividingnumbers', 1), ('sequence', 1), ('series', 1), ('simple-efficient', 1), ('simple-solution', 1), ('simplest', 1), ('slow', 1), ('solution-sharing-cpp', 1), ('solutions', 1), ('space n', 1), ('space-complexity', 1), ('syntax', 1), ('upvote', 1)]"
726,Number of Atoms,https://leetcode.com/problems/number-of-atoms,"Given a chemical formula (given as a string), return the count of each atom.

The atomic element always starts with an uppercase character, then zero or more lowercase letters, representing the name.

One or more digits representing that element's count may follow if the count is greater than 1. If the count is 1, no digits will follow. For example, H2O and H2O2 are possible, but H1O2 is impossible.

Two formulas concatenated together to produce another formula. For example, H2O2He3Mg4 is also a formula.

A formula placed in parentheses, and a count (optionally added) is also a formula. For example, (H2O2) and (H2O2)3 are formulas.

Given a formula, return the count of all elements as a string in the following form: the first name (in sorted order), followed by its count (if that count is more than 1), followed by the second name (in sorted order), followed by its count (if that count is more than 1), and so on.","['hash-table', 'stack', 'recursion']",Hard,637,164,64345,32799,"[""Decode String"", ""Encode String with Shortest Length"", ""Parse Lisp Expression""]","[('stack', 7), ('java', 6), ('java-solution', 6), ('c++', 5), ('hashmap', 5), ('linear time', 5), ('stacks', 5), ('easy-understanding', 4), ('map', 4), ('python', 4), ('iterative', 3), ('javascript', 3), ('recursion', 3), ('c#', 2), ('cpp', 2), ('dfs simple solution', 2), ('easy-to-understand', 2), ('easy-undestand', 2), ('kotlin', 2), ('python3', 2), ('recursive', 2), ('treemap', 2), ('100 memory', 1), ('arraylist', 1), ('comments', 1), ('cpp easy', 1), ('cpp solution', 1), ('dictionary c#', 1), ('easy-to-follow', 1), ('easy-to-read', 1), ('explained', 1), ('fast and simple', 1), ('fastest', 1), ('golang', 1), ('itereative', 1), ('pair', 1), ('parser', 1), ('parsing', 1), ('python 3', 1), ('queue', 1), ('recursive-descent', 1), ('resursive', 1), ('scala', 1), ('simpe', 1), ('simple clear c++ solution', 1), ('simple-solution', 1), ('solution', 1), ('solution-sharing-cpp', 1), ('stack-based', 1), ('string', 1), ('swift', 1), ('swiftsolution', 1), ('with comments', 1)]"
